pygame 2.6.0 (SDL 2.28.4, Python 3.12.4)
Hello from the pygame community. https://www.pygame.org/contribute.html
100
100
         12397737 function calls (12376331 primitive calls) in 13.219 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 constraints.py:431(_Simplex)
        1    0.000    0.000    0.000    0.000 __init__.py:134(Float)
        1    0.000    0.000    0.000    0.000 pickle.py:84(UnpicklingError)
        1    0.000    0.000    0.000    0.000 _content_store.py:47(lazy_compile)
        1    0.000    0.000    0.000    0.000 specifiers.py:30(InvalidSpecifier)
        1    0.000    0.000    0.000    0.000 client.py:1537(LineTooLong)
        1    0.000    0.000    0.000    0.000 fused.py:21(ConvReLU2d)
        1    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 request.py:1417(UnknownHandler)
        1    0.000    0.000    0.000    0.000 errors.py:16(HeaderParseError)
        1    0.000    0.000    0.000    0.000 errors.py:20(BoundaryError)
        1    0.000    0.000    0.000    0.000 errors.py:28(CharsetError)
        1    0.000    0.000    0.000    0.000 __init__.py:262(c_wchar)
        1    0.000    0.000    0.000    0.000 __init__.py:170(c_ushort)
        1    0.000    0.000    0.000    0.000 exceptions.py:10(CancelledError)
        1    0.000    0.000    0.000    0.000 shutil.py:80(ReadError)
        1    0.000    0.000    0.000    0.000 {method 'keys' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 distributed_c10d.py:596(group)
        1    0.000    0.000    0.000    0.000 __init__.py:76(_80Bit)
        1    0.000    0.000    0.000    0.000 _typing.py:215(__init__)
        1    0.000    0.000    0.000    0.000 _endian.py:34(_swapped_struct_meta)
        1    0.000    0.000    0.000    0.000 argparse.py:691(RawTextHelpFormatter)
        1    0.000    0.000    0.000    0.000 markers.py:34(InvalidMarker)
        1    0.000    0.000    0.000    0.000 constraints.py:326(_Real)
        1    0.000    0.000    0.000    0.000 net_min_base.py:50(FxNetMinimizerResultMismatchError)
        1    0.000    0.000    0.000    0.000 std.py:52(TqdmExperimentalWarning)
        1    0.000    0.000    0.000    0.000 errors.py:67(UndecodableBytesDefect)
        1    0.000    0.000    0.000    0.000 <string>:1(__create_fn__)
        1    0.000    0.000    0.000    0.000 __init__.py:11(_PyAwaitMeta)
        1    0.000    0.000    0.000    0.000 __init__.py:55(Int)
        1    0.000    0.000    0.000    0.000 exceptions.py:201(DTypePromotionError)
        1    0.000    0.000    0.000    0.000 _symbolic_trace.py:974(_PatchedFnDel)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:281(ReadSubprocessPipeProto)
        1    0.000    0.000    0.000    0.000 configparser.py:255(InterpolationError)
        1    0.000    0.000    0.000    0.000 __init__.py:79(_64Bit)
        1    0.000    0.000    0.000    0.000 queue.py:23(Full)
        1    0.000    0.000    0.000    0.000 mock.py:2165(MagicMock)
        1    0.000    0.000    0.000    0.000 fused.py:71(ConvBnReLU2d)
        1    0.000    0.000    0.000    0.000 activation.py:1551(Softmax2d)
        1    0.000    0.000    0.000    0.000 configparser.py:191(DuplicateSectionError)
        1    0.000    0.000    0.000    0.000 errors.py:47(CloseBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 dataframes.py:231(CaptureVariableAssign)
        1    0.000    0.000    0.000    0.000 tarfile.py:279(CompressionError)
        1    0.000    0.000    0.000    0.000 _script.py:336(_CachedForward)
        1    0.000    0.000    0.000    0.000 __init__.py:114(Bool)
        1    0.000    0.000    0.000    0.000 utils.py:77(_ntuple_from_first)
        1    0.000    0.000    0.000    0.000 configparser.py:312(MissingSectionHeaderError)
        1    0.000    0.000    0.000    0.000 __init__.py:51(Bool)
        1    0.000    0.000    0.000    0.000 errors.py:61(MultipartInvariantViolationDefect)
        1    0.000    0.000    0.000    0.000 __init__.py:59(Int64)
        1    0.000    0.000    0.000    0.000 fused.py:54(ConvBn2d)
        1    0.000    0.000    0.000    0.000 tarfile.py:748(LinkOutsideDestinationError)
        1    0.000    0.000    0.000    0.000 context.py:319(suppress)
        1    0.000    0.000    0.000    0.000 errors.py:73(InvalidBase64CharactersDefect)
        1    0.000    0.000    0.000    0.000 shutil.py:87(_GiveupOnFastCopy)
        1    0.000    0.000    0.000    0.000 fused.py:10(_FusedModule)
        1    0.000    0.000    0.000    0.000 errors.py:53(MisplacedEnvelopeHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:87(InvalidHeaderDefect)
        1    0.000    0.000    0.000    0.000 __init__.py:73(_96Bit)
        1    0.000    0.000    0.000    0.000 _base.py:49(CancelledError)
        1    0.000    0.000    0.000    0.000 error.py:12(Unregistered)
        1    0.000    0.000    0.000    0.000 client.py:1542(RemoteDisconnected)
        1    0.000    0.000    0.000    0.000 errors.py:64(InvalidMultipartContentTransferEncodingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:70(InvalidBase64PaddingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:112(InvalidDateDefect)
        1    0.000    0.000    0.000    0.000 _guards.py:299(GuardEnvExpr)
        1    0.000    0.000    0.000    0.000 distributed_c10d.py:601(GroupMember)
        1    0.000    0.000    0.000    0.000 errors.py:90(HeaderMissingRequiredValue)
        1    0.000    0.000    0.000    0.000 fused.py:80(ConvBn3d)
        1    0.000    0.000    0.000    0.000 fetch.py:45(_MapDatasetFetcher)
        1    0.000    0.000    0.000    0.000 frontend.py:166(NotSupportedError)
        1    0.000    0.000    0.000    0.000 graph.py:546(_Handle)
        1    0.000    0.000    0.000    0.000 __init__.py:236(c_char)
        1    0.000    0.000    0.000    0.000 __init__.py:252(c_bool)
        1    0.000    0.000    0.000    0.000 _symbolic_trace.py:979(_PatchedFnSetAttr)
        1    0.000    0.000    0.000    0.000 constraints.py:536(_PositiveSemidefinite)
        1    0.000    0.000    0.000    0.000 constraints.py:548(_PositiveDefinite)
        1    0.000    0.000    0.000    0.000 activation.py:1420(Tanhshrink)
        1    0.000    0.000    0.000    0.000 errors.py:107(NonASCIILocalPartDefect)
        1    0.000    0.000    0.000    0.000 forward_ad.py:129(UnpackedDualTensor)
        1    0.000    0.000    0.000    0.000 events.py:734(_RunningLoop)
        1    0.000    0.000    0.000    0.000 __init__.py:231(c_byte)
        1    0.000    0.000    0.000    0.000 argparse.py:1024(_StoreFalseAction)
        1    0.000    0.000    0.000    0.000 _elffile.py:17(ELFInvalid)
        1    0.000    0.000    0.000    0.000 exceptions.py:17(InvalidStateError)
        1    0.000    0.000    0.000    0.000 _monkeytype_config.py:167(JitTypeTraceConfig)
        1    0.000    0.000    0.000    0.000 splitter_base.py:182(FxNetSplitterInternalError)
        1    0.000    0.000    0.000    0.000 configparser.py:244(NoOptionError)
        1    0.000    0.000    0.000    0.000 errors.py:76(InvalidBase64LengthDefect)
        1    0.000    0.000    0.000    0.000 __init__.py:224(c_ubyte)
        1    0.000    0.000    0.000    0.000 _typing.py:26(Integer)
        1    0.000    0.000    0.000    0.000 _endian.py:35(_swapped_union_meta)
        1    0.000    0.000    0.000    0.000 net_min_base.py:41(FxNetMinimizerRunFuncError)
        1    0.000    0.000    0.000    0.000 dropout.py:204(AlphaDropout)
        1    0.000    0.000    0.000    0.000 errors.py:56(MissingHeaderBodySeparatorDefect)
        1    0.000    0.000    0.000    0.000 errors.py:104(ObsoleteHeaderDefect)
        1    0.000    0.000    0.000    0.000 proxy.py:344(TraceError)
        1    0.000    0.000    0.000    0.000 error.py:134(AuthenticationError)
        1    0.000    0.000    0.000    0.000 _parser.py:37(Op)
        1    0.000    0.000    0.000    0.000 __init__.py:1147(ExtractionError)
        1    0.000    0.000    0.000    0.000 case.py:39(_UnexpectedSuccess)
        1    0.000    0.000    0.000    0.000 utils.py:21(InvalidWheelFilename)
        1    0.000    0.000    0.000    0.000 fused.py:98(BNReLU2d)
        1    0.000    0.000    0.000    0.000 dropout.py:159(Dropout3d)
        1    0.000    0.000    0.000    0.000 _base.py:55(InvalidStateError)
        1    0.000    0.000    0.000    0.000 package_importer.py:665(_PathNode)
        1    0.000    0.000    0.000    0.000 __init__.py:85(_16Bit)
        1    0.000    0.000    0.000    0.000 multiarray.py:1089(copyto)
        1    0.000    0.000    0.000    0.000 queues.py:16(QueueFull)
        1    0.000    0.000    0.000    0.000 _parser.py:103(checklookbehindgroup)
        1    0.000    0.000    0.000    0.000 fused.py:133(LinearTanh)
        1    0.000    0.000    0.000    0.000 profiler_util.py:766(StringTable)
        1    0.000    0.000    0.000    0.000 __init__.py:142(Point)
        1    0.000    0.000    0.000    0.000 constraints.py:508(_Square)
        1    0.000    0.000    0.000    0.000 configparser.py:265(InterpolationMissingOptionError)
        1    0.000    0.000    0.000    0.000 __init__.py:82(_32Bit)
        1    0.000    0.000    0.000    0.000 configparser.py:285(InterpolationDepthError)
        1    0.000    0.000    0.000    0.000 __init__.py:71(Float)
        1    0.000    0.000    0.000    0.000 configparser.py:217(DuplicateOptionError)
        1    0.000    0.000    0.000    0.000 client.py:1498(UnknownTransferEncoding)
        1    0.000    0.000    0.000    0.000 batchnorm.py:351(BatchNorm2d)
        1    0.000    0.000    0.000    0.000 __init__.py:87(Point3f)
        1    0.000    0.000    0.000    0.000 transports.py:148(Transport)
        1    0.000    0.000    0.000    0.000 fused.py:107(BNReLU3d)
        1    0.000    0.000    0.000    0.000 _dist_ver.py:1(<module>)
        1    0.000    0.000    0.000    0.000 std.py:32(TqdmTypeError)
        1    0.000    0.000    0.000    0.000 function.py:693(_nested_map)
        1    0.000    0.000    0.000    0.000 fused.py:117(LinearBn1d)
        1    0.000    0.000    0.000    0.000 dropout.py:107(Dropout2d)
        1    0.000    0.000    0.000    0.000 tarfile.py:273(ExtractError)
        1    0.000    0.000    0.000    0.000 __init__.py:88(_8Bit)
        1    0.000    0.000    0.000    0.000 client.py:1530(BadStatusLine)
        1    0.000    0.000    0.000    0.000 constraints.py:474(_LowerCholesky)
        1    0.000    0.000    0.000    0.000 __init__.py:83(Point2f)
        1    0.000    0.000    0.000    0.000 multiarray.py:161(concatenate)
        1    0.000    0.000    0.000    0.000 __init__.py:75(String)
        1    0.000    0.000    0.000    0.000 tarfile.py:723(FilterError)
        1    0.000    0.000    0.000    0.000 constraints.py:491(_CorrCholesky)
        1    0.000    0.000    0.000    0.000 batchnorm.py:462(BatchNorm3d)
        1    0.000    0.000    0.000    0.000 __init__.py:91(Size)
        1    0.000    0.000    0.000    0.000 __init__.py:99(Prim)
        1    0.000    0.000    0.000    0.000 error.py:16(UnregisteredEnv)
        1    0.000    0.000    0.000    0.000 tarfile.py:276(ReadError)
        1    0.000    0.000    0.000    0.000 context.py:17(BufferTooShort)
        1    0.000    0.000    0.000    0.000 markers.py:40(UndefinedComparison)
        1    0.000    0.000    0.000    0.000 version.py:56(PygameVersion)
        1    0.000    0.000    0.000    0.000 _script.py:341(ScriptWarning)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:172(_LRScheduler)
        1    0.000    0.000    0.000    0.000 __init__.py:118(Int)
        1    0.000    0.000    0.000    0.000 argparse.py:785(ArgumentTypeError)
        1    0.000    0.000    0.000    0.000 context.py:20(TimeoutError)
        1    0.000    0.000    0.000    0.000 __init__.py:138(String)
        1    0.000    0.000    0.000    0.000 error.py:24(NameNotFound)
        1    0.000    0.000    0.000    0.000 sprite.py:357(WeakDirtySprite)
        1    0.000    0.000    0.000    0.000 _typing.py:30(Boolean)
        1    0.000    0.000    0.000    0.000 importer.py:22(ObjMismatchError)
        2    0.000    0.000    0.000    0.000 __init__.py:2078(find_nothing)
        1    0.000    0.000    0.000    0.000 __init__.py:95(Rect)
        1    0.000    0.000    0.000    0.000 _parser.py:32(Value)
        1    0.000    0.000    0.000    0.000 _base.py:651(BrokenExecutor)
        1    0.000    0.000    0.000    0.000 __init__.py:67(Double)
        1    0.000    0.000    0.000    0.000 abc.py:186(FileLoader)
        1    0.000    0.000    0.000    0.000 error.py:149(InvalidFrame)
        1    0.000    0.000    0.000    0.000 tarfile.py:300(SubsequentHeaderError)
        1    0.000    0.000    0.000    0.000 __init__.py:122(Int64)
        1    0.000    0.000    0.000    0.000 __init__.py:130(Double)
        1    0.000    0.000    0.000    0.000 __init__.py:79(Point)
        1    0.000    0.000    0.000    0.000 __init__.py:103(Any)
        1    0.000    0.000    0.000    0.000 __init__.py:154(Size)
        1    0.000    0.000    0.000    0.000 tarfile.py:294(EOFHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:282(StreamError)
        1    0.000    0.000    0.000    0.000 __init__.py:310(first_invoke)
        1    0.000    0.000    0.000    0.000 __init__.py:3282(PkgResourcesDeprecationWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:170(GMat)
        1    0.000    0.000    0.000    0.000 more.py:3606(AbortThread)
        1    0.000    0.000    0.000    0.000 tarfile.py:288(EmptyHeaderError)
        1    0.000    0.000    0.000    0.000 markers.py:46(UndefinedEnvironmentName)
        1    0.000    0.000    0.000    0.000 tarfile.py:291(TruncatedHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:297(InvalidHeaderError)
        1    0.000    0.000    0.000    0.000 frontend.py:185(FrontendTypeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:21(SendfileNotAvailableError)
        1    0.000    0.000    0.000    0.000 __init__.py:63(UInt64)
        1    0.000    0.000    0.000    0.000 subprocess.py:123(SubprocessError)
        1    0.000    0.000    0.000    0.000 std.py:57(TqdmDeprecationWarning)
        1    0.000    0.000    0.000    0.000 error.py:52(UnsupportedMode)
        1    0.000    0.000    0.000    0.000 __init__.py:158(Rect)
        1    0.000    0.000    0.000    0.000 client.py:1487(NotConnected)
        1    0.000    0.000    0.000    0.000 tarfile.py:285(HeaderError)
        1    0.000    0.000    0.000    0.000 std.py:36(TqdmKeyError)
        1    0.000    0.000    0.000    0.000 error.py:56(ResetNeeded)
        1    0.000    0.000    0.000    0.000 __init__.py:162(Scalar)
        1    0.000    0.000    0.000    0.000 __init__.py:174(Prim)
        1    0.000    0.000    0.000    0.000 __init__.py:178(Any)
        1    0.000    0.000    0.000    0.000 client.py:1518(ImproperConnectionState)
        1    0.000    0.000    0.000    0.000 mock.py:2161(AsyncMagicMixin)
        1    0.000    0.000    0.000    0.000 configparser.py:277(InterpolationSyntaxError)
        1    0.000    0.000    0.000    0.000 exceptions.py:61(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 context.py:23(AuthenticationError)
        1    0.000    0.000    0.000    0.000 error.py:64(InvalidAction)
        1    0.000    0.000    0.000    0.000 client.py:1490(InvalidURL)
        1    0.000    0.000    0.000    0.000 error.py:20(NamespaceNotFound)
        1    0.000    0.000    0.000    0.000 error.py:48(DependencyNotInstalled)
        1    0.000    0.000    0.000    0.000 error.py:60(ResetNotAllowed)
